44.000,1.000
88.000,1.000
132.000,1.000
176.000,1.000
220.000,1.000
264.000,1.000
308.000,1.000
352.000,1.000
396.000,1.000
440.000,1.000
484.000,1.000
528.000,1.000
572.000,1.000
616.000,1.000
660.000,1.000
704.000,1.000
748.000,1.000
792.000,1.000
836.000,1.000
880.000,1.000
924.000,1.000
968.000,1.000
1012.000,1.000
1056.000,1.000
1100.000,1.000
1144.000,1.000
1188.000,1.000
1232.000,1.000
1276.000,1.000
1320.000,1.000
1364.000,1.000
1408.000,1.000
1452.000,1.000
